conflict_case,origin_name,origin_iso,host_name,host_iso,host_group,year,post_conflict,conflict_intensity,refugee_stock,asylum_seekers,host_population,refugees_per_1000,log_refugee_stock,gdp_growth,inflation,unemployment,trade_pct_gdp,current_account_pct_gdp
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2018,0,243.0,19.0,0.0,9706964.0,0.0019573576248969296,2.995732273553991,5.60613813768876,2.85024792594646,3.667,162.700858777925,0.340906702488933
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2019,0,311.0,15.0,0.0,9694824.0,0.0015472173605214493,2.772588722239781,5.07718495088933,3.33858635382008,3.411,159.925556464831,-0.606737568975118
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2020,0,196.0,14.0,0.0,9670419.0,0.0014477138994701264,2.70805020110221,-4.33872540024058,3.32674385766738,4.248,154.527002936377,-1.03428088875148
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2021,0,208.0,13.0,0.0,9630932.0,0.0013498174423825233,2.6390573296152584,7.22291580811137,5.11096534382855,4.021,159.187527332834,-4.28505680487641
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2022,1,43.0,29632.0,5.0,9605074.0,3.0850360965464714,10.296643884176694,4.15238057779229,14.6081439492433,3.583,185.000204092698,-8.86819485242409
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2023,1,0.0,57401.0,0.0,9592186.0,5.984141675317805,10.957834424906222,-0.817107370513455,17.1249659678737,4.096,158.385747467469,-0.00361531860726958
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2024,1,0.0,62987.0,0.0,9562065.0,6.587175468897147,11.0506995110403,0.560117843140432,3.70370370370369,4.5,146.504561505902,1.58180029565553
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2010,0,0.0,71.0,6.0,59819407.0,0.0011869057812625926,4.276666119016055,1.52910573247101,1.52551602118248,8.363,51.6621118138339,-3.24412215335914
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2011,0,0.0,60.0,0.0,60026841.0,0.000999552850032538,4.110873864173311,0.695463154440176,2.78063272879323,8.359,54.4722149449288,-2.74163808728921
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2012,0,0.0,60.0,13.0,60191247.0,0.0009968226775564227,4.110873864173311,-3.12523877282996,3.04136333226775,10.655,54.8844952702204,-0.215238993496647
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2013,0,0.0,77.0,5.0,60311613.0,0.0012767027139532813,4.356708826689592,-1.81802510749792,1.21999342274306,12.149,54.0341846317499,1.03825599780866
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2014,0,4895.0,236.0,1556.0,60320707.0,0.003912420986710252,5.4680601411351315,-0.00138761730454462,0.241047429826756,12.683,54.4545299332032,1.70979552518118
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2015,0,1890.0,1870.0,3106.0,60229605.0,0.03104785429026141,7.534228326274089,0.885667635240807,0.0387903996579733,11.896,55.4356858148221,1.23326652485504
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2016,0,697.0,3720.0,2544.0,60115223.0,0.061881164443156104,8.221747728346623,1.23622108511661,-0.09401665691575,11.688,54.4321467018313,2.46140246001819
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2017,0,447.0,4947.0,4453.0,60002252.0,0.08244690549281383,8.506738733512378,1.60369995294101,1.22653316645812,11.211,57.5829940274911,2.47968309636806
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2018,0,243.0,5861.0,4164.0,60148658.0,0.09744190801397432,8.676246121270838,0.826646712344115,1.13748763600391,10.538,59.2749835128154,2.57144669559437
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2019,0,311.0,6353.0,1189.0,59729081.0,0.10636359866310349,8.756839814829462,0.429162533780342,0.611246943765304,9.884,58.6941902594738,3.23388196417885
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2020,0,196.0,2920.0,961.0,59438851.0,0.049126117865232626,7.979681302387741,-8.86822122185345,-0.13770757391651,9.192,53.9394839042764,3.9369545603398
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2021,0,208.0,3379.0,680.0,59133173.0,0.05714220679482226,8.125630988477065,8.93106210800055,1.87378325762481,9.497,60.3019776202798,2.03966459401318
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2022,1,43.0,149872.0,1878.0,59013667.0,2.5396151030573986,11.917543547787066,4.82117669913565,8.20128991161718,8.069,72.0165023032697,-1.82962143546248
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2023,1,0.0,164667.0,1331.0,58984216.0,2.791712955886368,12.01168660463516,0.975694840127005,5.62219442195901,7.627,65.1071778763174,0.224243443277791
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2024,1,0.0,167780.0,1875.0,58952704.0,2.8460102525577113,12.030414836568482,0.692676948440536,0.982373023061417,6.5,62.8237685119526,1.08253400174467
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2010,0,0.0,0.0,11.0,2862354.0,0.0,0.0,7.10000010705836,7.48385086350851,2.972,87.9378518951573,-6.90279523078091
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2011,0,0.0,0.0,0.0,2860699.0,0.0,0.0,5.81816614684824,7.6872510335619,2.677,98.6175965326556,-10.1250094571942
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2012,0,0.0,0.0,0.0,2860324.0,0.0,0.0,-0.589733954762579,4.54633427355302,2.189,96.3064098336294,-7.39016827021289
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2013,0,0.0,0.0,0.0,2859558.0,0.0,0.0,9.0438656074181,4.59787897363127,1.894,95.6872968332383,-5.16294162285185
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2014,0,4895.0,17.0,83.0,2857815.0,0.0059486005917108,2.8903717578961645,4.99962585407656,5.08878554625869,1.45,94.2282919690928,-6.04440067766107
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2015,0,1890.0,102.0,51.0,2835978.0,0.03596642851249199,4.634728988229636,-0.338235622387202,9.67624033101859,1.781,88.9664154565323,-5.93562136370789
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2016,0,697.0,74.0,31.0,2803186.0,0.026398533668475797,4.31748811353631,4.64601436259409,6.35930898037931,1.591,89.0046837188671,-3.61387040187984
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2017,0,447.0,60.0,16.0,2755189.0,0.021777090428279147,4.110873864173311,4.17561205106279,6.57022997455611,1.622,88.6233902754378,-5.83735984990539
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2018,0,243.0,58.0,10.0,2707203.0,0.021424326140300525,4.07753744390572,4.07559546585034,3.04505397337071,1.239,87.4467874275648,-10.7699247852566
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2019,0,311.0,53.0,5.0,2664224.0,0.01989322219152744,3.9889840465642745,3.5523140853476,4.83778351428728,1.502,87.6322371148906,-9.42148010949479
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2020,0,196.0,33.0,5.0,2635130.0,0.012523101327069252,3.5263605246161616,-8.27597831976949,3.76597122245351,1.206,79.265722119158,-7.6900486921726
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2021,0,208.0,18.0,7.0,2595809.0,0.006934254407778076,2.9444389791664403,13.9299997889786,5.10641129002835,0.794,88.4708865399267,-12.4095546577967
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2022,1,43.0,98910.0,3194.0,2528654.0,39.11567181591471,11.501975734883972,-4.6000000255323,28.7372976766235,0.909,112.117671579766,-17.0894479797469
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2023,1,0.0,120564.0,131.0,2457783.0,49.05396448750764,11.699944305565806,1.2000000493378,13.4170104381299,1.57,93.9946211488052,-11.0612264538806
Russia-Ukraine War,Ukraine,UKR,Moldova,MDA,neighboring_host,2024,1,0.0,135486.0,375.0,2402306.0,56.39831062320953,11.816630973739855,0.103059364371205,4.67773516007052,1.427,88.6661154286831,-16.5529874400431
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2010,0,0.0,124.0,15.0,16615394.0,0.0074629587477732994,4.8283137373023015,1.31932032302214,1.27530569556679,4.991,130.081707935343,6.40659475745775
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2011,0,0.0,103.0,28.0,16693074.0,0.006170223650838665,4.6443908991413725,1.77334516269423,2.34107017751373,4.977,141.757099325776,7.01569973680718
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2012,0,0.0,74.0,28.0,16754962.0,0.004416602078834915,4.31748811353631,-0.977876877747732,2.45554765291614,5.821,149.393223058131,7.50199225228894
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2013,0,0.0,63.0,0.0,16804432.0,0.003749010975199876,4.1588830833596715,-0.0302325600539604,2.50689852657875,7.241,150.651850226949,7.90135338752684
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2014,0,4895.0,52.0,105.0,16865008.0,0.003083307164752012,3.970291913552122,1.61261001294011,0.976035079699679,7.419,151.715891056501,8.54625757819212
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2015,0,1890.0,39.0,315.0,16939923.0,0.0023022536761235575,3.6888794541139363,2.12060523860846,0.600248147278776,6.872,160.325812564809,4.84837059519835
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2016,0,697.0,32.0,64.0,17030314.0,0.0018790023484006226,3.4965075614664802,2.42428572955482,0.316666666666652,6.007,150.96552921165,7.14588669256921
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2017,0,447.0,23.0,32.0,17131296.0,0.0013425720972890785,3.1780538303479458,2.78154619309936,1.38145871407216,4.837,159.646059656847,8.04969631853887
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2018,0,243.0,23.0,31.0,17231624.0,0.00133475521517879,3.1780538303479458,2.2587403735731,1.70349794744479,3.832,163.559146573044,8.83776760941587
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2019,0,311.0,20.0,59.0,17344874.0,0.0011530784253607146,3.044522437723423,2.30009157916757,2.63369910249591,3.379,160.676671884999,6.79648399842587
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2020,0,196.0,21.0,21.0,17441500.0,0.0012040248831809192,3.091042453358316,-3.86795333823223,1.27246037789161,3.82,152.233230409706,5.72296366531146
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2021,0,208.0,34.0,35.0,17533044.0,0.0019391954985112682,3.5553480614894135,6.2768306708326,2.67572008805385,4.209,163.154842689698,10.2781370842496
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2022,1,43.0,102643.0,1059.0,17700982.0,5.798717833846732,11.539021969691502,5.00723455159611,10.0012078753473,3.526,184.107484252682,6.82147679536226
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2023,1,0.0,105338.0,1290.0,17877117.0,5.892337114535862,11.564938999922262,-0.598096167209832,3.83839354342808,3.535,165.030429478933,9.41409249872004
Russia-Ukraine War,Ukraine,UKR,Netherlands,NLD,non_neighbor_european_host,2024,1,0.0,118974.0,564.0,17993485.0,6.612059865001138,11.68666866598931,1.08100584845663,3.34754304219953,3.7,153.83065216636,9.12996820020418
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2010,0,0.0,20.0,16.0,38042794.0,0.0005257237415317076,3.044522437723423,3.16892748258036,2.58069370250548,9.578,82.2258523219922,-5.16657584018312
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2011,0,0.0,25.0,52.0,38063255.0,0.0006568014217386295,3.258096538021482,5.25546256612796,4.23940149625932,9.576,86.9236892837618,-5.11055687403888
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2012,0,0.0,25.0,38.0,38063164.0,0.0006568029919950953,3.258096538021482,1.51178167644575,3.56037151702793,10.031,88.8299033066583,-4.11182485634079
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2013,0,0.0,39.0,25.0,38040196.0,0.0010252313105852556,3.6888794541139363,0.684240607051805,0.991982606332335,10.293,90.4175072415629,-1.98155143805472
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2014,0,4895.0,35.0,1077.0,38011735.0,0.000920768283794465,3.58351893845611,3.92050862390032,0.0538213132399802,8.971,92.0340197113178,-2.97288032663133
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2015,0,1890.0,41.0,719.0,37986412.0,0.0010793333152917944,3.7376696182833684,4.43176700264478,-0.874125874125862,7.475,92.2554272741942,-1.3254755565429
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2016,0,697.0,114.0,520.0,37970087.0,0.003002363413073033,4.74493212836325,3.03117767594847,-0.664767331433962,6.141,96.8659028060623,-1.06875807090352
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2017,0,447.0,369.0,333.0,37974826.0,0.009716963548430742,5.91350300563827,5.15245773325907,2.07593553673859,4.867,100.56589524628,-1.18631982461877
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2018,0,243.0,464.0,309.0,37974750.0,0.012218645284037419,6.142037405587356,6.2458584723942,1.81295156542689,3.835,102.442462168005,-1.96597240687912
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2019,0,311.0,485.0,515.0,37965475.0,0.012774764440587139,6.186208623900494,4.58045817256199,2.22747880938291,3.267,101.581033817373,-0.272945793712772
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2020,0,196.0,416.0,305.0,37515748.0,0.011088676680523603,6.0330862217988015,-2.03556882399977,3.37446972618589,3.155,99.2590912303436,2.39835922164097
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2021,0,208.0,422.0,109.0,36981559.0,0.011411092755716437,6.0473721790462776,6.92718266052501,5.05502704719272,3.268,110.874283021945,-1.30156521580162
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2022,1,43.0,958147.0,372.0,36821749.0,26.02122457572561,13.77275753353862,5.25545697386036,14.4294507575758,2.811,123.021332860345,-2.27455866454271
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2023,1,0.0,955891.0,1005.0,36687353.0,26.05505499401933,13.77040021494057,0.249610834017872,11.5289127961105,2.743,110.024935041815,1.53683077845046
Russia-Ukraine War,Ukraine,UKR,Poland,POL,neighboring_host,2024,1,0.0,991223.0,3448.0,36559233.0,27.112795282111087,13.806695822078998,3.02841630700273,3.79060897630197,2.807,100.359442847164,0.30454349270969
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2010,0,0.0,0.0,5.0,20246871.0,0.0,0.0,-3.90581157302972,6.09141668601891,6.959,69.9549354932718,-4.98543687917278
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2011,0,0.0,0.0,6.0,20147528.0,0.0,0.0,4.49558909946313,5.7892532881588,7.177,76.271356441629,-4.81588301986922
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2012,0,0.0,0.0,0.0,20058035.0,0.0,0.0,1.90361696799603,3.33492267693442,6.794,76.5943239913672,-4.57804292376289
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2013,0,0.0,0.0,0.0,19983693.0,0.0,0.0,0.278771877470234,3.9847123554813,7.096,81.3976131747183,-1.13746709997941
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2014,0,4895.0,13.0,10.0,19908979.0,0.0006529717068866264,2.6390573296152584,4.11600109267832,1.06830987684298,6.802,83.3751429575201,-0.341464408053705
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2015,0,1890.0,37.0,9.0,19815616.0,0.001867214221349465,3.6375861597263857,3.1570360543854,-0.594156437495203,6.812,83.5205767017155,-0.637491637323498
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2016,0,697.0,39.0,0.0,19702267.0,0.001979467641972368,3.6888794541139363,2.85993252302089,-1.54479666813897,5.901,85.8925282906884,-2.10324885883263
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2017,0,447.0,37.0,5.0,19588715.0,0.001888842632097103,3.6375861597263857,8.19547826641261,1.3390212110439,4.927,87.1560645667801,-3.19415712159883
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2018,0,243.0,28.0,7.0,19473970.0,0.0014378167369057259,3.367295829986474,5.39452228185675,4.62548443137779,4.187,87.0911701095809,-4.60748728741797
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2019,0,311.0,22.0,5.0,19371648.0,0.0011356803509954341,3.1354942159291497,3.96028958497598,3.82785432599438,3.912,84.9063630584793,-4.86977887140915
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2020,0,196.0,20.0,5.0,19265250.0,0.0010381386174588962,3.044522437723423,-3.59802546034757,2.63107311184743,5.035,78.3616463562709,-5.14043847567815
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2021,0,208.0,17.0,0.0,19122059.0,0.0008890256012702398,2.8903717578961645,5.58735072538869,5.05232876096582,5.59,87.0711965460145,-7.21435033247958
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2022,1,43.0,100086.0,42.0,19048502.0,5.25427143824748,11.513795086739586,4.18771305104109,13.7954887432521,5.614,93.9496509383447,-9.25297876069207
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2023,1,0.0,81493.0,6.0,19061062.0,4.275365139675848,11.308284676886995,2.25773416555121,10.3971874764996,5.589,83.3753324062231,-7.03377443891132
Russia-Ukraine War,Ukraine,UKR,Romania,ROU,neighboring_host,2024,1,0.0,177996.0,5.0,19051804.0,9.342737307186239,12.08952197519961,0.916003764382594,5.72140574354439,5.4,77.2149837939003,-8.15745555807555
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2010,0,0.0,17.0,0.0,5391428.0,0.0031531534873506612,2.8903717578961645,6.79058159142423,0.957018132975143,14.387,155.108497681586,-4.6203044518302
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2011,0,0.0,17.0,0.0,5398384.0,0.003149090542651282,2.8903717578961645,2.56242473215553,3.9192859914629,13.634,169.178076311066,-4.92376770602967
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2012,0,0.0,17.0,0.0,5407579.0,0.003143735856656001,2.8903717578961645,1.56917104702706,3.6061026352289,13.966,176.968958181431,0.938943103720464
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2013,0,0.0,17.0,0.0,5413393.0,0.0031403594751018447,2.8903717578961645,0.703323545247201,1.40047368963025,14.226,180.903136491458,2.91051144201471
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2014,0,4895.0,17.0,0.0,5418649.0,0.0031373133782978007,2.8903717578961645,2.70795151449488,-0.0761653295419871,11.536,176.756316098132,1.77620820872981
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2015,0,1890.0,18.0,0.0,5423801.0,0.0033187058300995927,2.9444389791664403,5.17687909722133,-0.325219777427673,11.492,179.42602289503,-2.05103816352739
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2016,0,697.0,21.0,0.0,5430798.0,0.003866835039712396,3.091042453358316,1.94781841524558,-0.520010196278266,9.679,182.757379596201,-1.41742583384371
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2017,0,447.0,23.0,0.0,5439232.0,0.004228538146561867,3.1780538303479458,2.87473327453695,1.31194588223228,8.142,186.644687399549,-1.71807692688753
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2018,0,243.0,23.0,0.0,5446771.0,0.00422268533044624,3.1780538303479458,4.06211981896483,2.51403712883812,6.544,188.732964699496,-1.59262375291934
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2019,0,311.0,24.0,0.0,5454147.0,0.0044003214434814465,3.2188758248682006,2.27589910019393,2.66456133425431,5.761,183.722608631236,-3.51259174873162
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2020,0,196.0,24.0,0.0,5458827.0,0.004396548928918245,3.2188758248682006,-2.58551241733207,1.93694126694223,6.719,167.534173320366,-0.437071238574067
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2021,0,208.0,24.0,0.0,5447247.0,0.00440589530821716,3.2188758248682006,5.6558588065555,3.14960629921268,6.894,181.97948448512,-4.79283646505897
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2022,1,43.0,94858.0,0.0,5431752.0,17.46361026792092,11.460146857524858,0.544591632137454,12.7741463637611,6.143,204.056318531151,-9.60893340616344
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2023,1,0.0,124962.0,0.0,5426740.0,23.027084400579355,11.73577297246779,2.11263633214959,10.5319476645211,5.843,181.39087235645,-3.01849841620298
Russia-Ukraine War,Ukraine,UKR,Slovakia,SVK,neighboring_host,2024,1,0.0,142172.0,10.0,5422069.0,26.220986859444245,11.864799904905317,1.93867445549446,2.75760909424272,5.3,171.212800151635,-4.61427189349135
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2010,0,0.0,140.0,111.0,9378126.0,0.014928355622434589,4.948759890378168,5.75076477579255,1.15798802715626,8.61,85.0914849272733,5.92506783771235
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2011,0,0.0,118.0,140.0,9449213.0,0.012487812477081424,4.77912349311153,3.16388567406926,2.9611507382214,7.804,86.3907448060188,5.51028500175062
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2012,0,0.0,111.0,87.0,9519374.0,0.01166043061234909,4.718498871295094,-0.414397702454409,0.888377506923735,7.976,85.2980605424359,5.53304332576063
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2013,0,0.0,107.0,92.0,9600379.0,0.01114539332249279,4.68213122712422,1.13766671801426,-0.044292970148682,8.052,81.6402521329964,4.70549381033489
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2014,0,4895.0,114.0,1094.0,9696110.0,0.011757292357450565,4.74493212836325,2.29577238758284,-0.179638494114635,7.954,83.8229810483527,3.44736840993781
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2015,0,1890.0,133.0,1697.0,9799186.0,0.013572555924543121,4.897839799950911,4.38824673608589,-0.0467847449832812,7.432,84.1730765958171,2.71694586220694
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2016,0,697.0,203.0,810.0,9923085.0,0.020457347689755757,5.318119993844216,2.13117914731151,0.984269244577992,6.99,83.4519478574149,2.01094417852559
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2017,0,447.0,208.0,387.0,10057698.0,0.020680676631968865,5.342334251964811,1.88282184966646,1.79449904665599,6.718,86.0693088740521,2.18976179161859
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2018,0,243.0,215.0,445.0,10175214.0,0.021129776730002926,5.375278407684165,1.7702553546772,1.95353530127028,6.365,90.4087142361701,2.08249358421543
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2019,0,311.0,223.0,471.0,10278887.0,0.021694955883842286,5.4116460518550396,2.60823012869524,1.78415097403835,6.833,92.7511390290561,5.21540072405935
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2020,0,196.0,232.0,390.0,10353442.0,0.02240800692175607,5.4510384535657,-1.93379704032216,0.497367318853572,8.291,84.4745958141618,5.66402536162381
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2021,0,208.0,226.0,334.0,10415811.0,0.021697782342632754,5.424950017481403,5.2258643028773,2.16319736447143,8.803,91.1102374413042,6.24035538176738
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2022,1,43.0,46857.0,989.0,10486941.0,4.468128503822039,10.754877030826584,1.25543620445816,8.36929098869189,7.417,107.111751826512,4.02301740437692
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2023,1,0.0,43467.0,1111.0,10536632.0,4.1253220194081,10.679780314182743,-0.204061304891439,8.5486248974891,7.611,107.619709443974,6.2390117363286
Russia-Ukraine War,Ukraine,UKR,Sweden,SWE,non_neighbor_european_host,2024,1,0.0,45993.0,151.0,10569709.0,4.35139699683312,10.736266232181267,0.820071806703865,2.83581658224034,8.4,105.883091480464,6.4830167356985
